,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,REDEMP_SNAPS12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10
2427,1863.742613,66.53847245,1284.887035,45.87243967,69.70960371,8.338469343,664.5275122,23.72465235,172.7889872,6.1688321010000005,1,0.365363537,0,0.0,0,0.0,0,0.0,1.5833333330000001,0.5518763797,3,0,-100.0,1.18624,0.0,-100.0,0,0.0,1,0.365363537,547.6906487000001,534.2984268,547.3674031,589.674203,,12.39126812,57.41996906,64,89.161,0.0,0,0,1,13.08077594,97.22222222,0.0,3.135836176,0.5488790386,,,,,,,2.826499324,1.652914943,0,12.9,4.9,6.7,7.9,0.9485940999999999,1.038527,0.8449965,0.0,2.0,,0.0,0.8333333333,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,-100.0,5.0,3.0,-40.0,,,,0.0,0.0,12.2,37.6,42.0,1,0.365363537,21.67083185,0.214209211,3.1060335589999997,0.07140307033,72.22420564,0.0,6.961799357,39.09318101,1,1,0,0.0
2274,1332.472102,2.902167364,390.6464923,0.8508407038,442.87730310000006,2.562947356,301.6280122,0.6569555729,279.506733,0.6087747109,8,0.17430712899999998,1,0.021788400000000003,23,0.501132996,2,0.043576800000000006,31.5,0.6856321964000001,5,5,0.0,0.1098539,0.10883050000000001,-0.9315914000000001,19,0.41397943200000004,26,0.56649817,452.12153610000007,425.6834692,587.9572714,649.8872065,240732.6229,14.15328088,13.47657526,78,90.417,1.0,1,1,1,9.130029932000001,34.82007096,11.43774286,2.310625813,0.7948580089,15.06954,14.429670000000002,-4.2460949999999995,137178.0,132588.5,-3.345676,2.069685223,0.9792326981999999,0,12.3,4.8,7.2,7.9,1.021851,0.9658346,0.9787617000000001,93.0,100.0,7.52688172,10.0,12.00480192,1.365532734,1.299423548,851.0,1215.0,42.77320799,18.57997467,26.39124202,42.04132396,0.0,41.0,28.0,-31.70731707,368.0,338.0,8.875739645,8.034583643,7.9933967589999995,-0.5126200096,40.0,27.0,-32.5,,,,,,,29.0,22.0,-24.13793103,175.0,83.0,-52.57142857,3.820793852,1.8028585080000001,-52.81455692,16.0,14.0,-12.5,17.0,40.0,135.2941176,0.37116283130000005,0.8688474737999999,134.0879529,0.0,1.0,,5.0,4.0,-20.0,30460.0,47948.0,57.41300066,665.0364613,1041.487467,56.60607012,9.0,9.0,0.0,8.0,12.0,50.0,173000.0,247000.0,42.77456647,0.0,1.0,9.6,28.0,29.4,6,0.130730347,91.90643173,5.159758674,1.58342953,0.3942238582,0.07840916516,0.0,16.24376538,20.13373119,0,0,0,0.0
101,5957.314435,70.60939238,2182.41032,25.86713666,198.7538242,6.234436143,1721.5593629999998,20.404875699999998,690.4094324,8.183115236,1,0.11580775900000001,0,0.0,7,0.8106543140000001,1,0.11580775900000001,9.583333332999999,1.0887677040000001,1,1,0.0,0.1241003,0.1136105,-8.452625999999999,3,0.34742327700000003,6,0.694846555,760.5004607999999,577.7188093,758.6283717,623.5880149000001,96642.36209,16.95630797,17.660305800000003,60,81.036,1.0,1,1,1,9.93814528,33.18831572,7.395898073,3.512459031,0.1880445339,,,,,,,3.166768196,0.693959075,0,19.7,8.1,9.7,10.9,0.7460753999999999,0.9951802,0.6935429,5.0,14.0,180.0,3.937007874,8.805031447000001,,,,,,,,,0.0,1.0,0.0,-100.0,,0.0,,,,,1.0,0.0,-100.0,,0.0,,,0.0,,9.0,18.0,100.0,43.0,77.0,79.06976744,5.240706886,8.781934307,67.57156043,0.0,6.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,,1.0,8.0,700.0,,32000.0,,0.0,0.0,8.2,32.8,34.7,0,0.0,48.05025483,0.9363517838,47.88431907,0.5215123859,1.6830627,0.059262771129999996,12.04219509,29.19284106,0,0,0,0.0
2646,111.3203675,2.1003842919999998,43.04202886,0.8121137520999999,31.72944006,1.668214514,12.02344633,0.2268574779,15.4995125,0.292443632,4,0.760456274,0,0.0,4,0.760456274,0,0.0,9.083333332999999,1.7304883469999999,3,1,-66.66666,0.6048387,0.1905125,-68.50194,3,0.570342205,2,0.380228137,784.2561465,728.7686454,658.5372404,688.3563724999999,133774.22199999998,15.22302696,35.75471698,56,76.67399999999999,1.0,1,1,1,13.13134268,22.14411248,15.20210896,6.169233189,0.740451795,,,,,,,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.0959379999999999,0.9748207,1.040049,4.0,2.0,-50.0,1.6666666669999999,0.7604562737999999,0.0268528464,,2.0,,,0.38978756579999996,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,29.0,30.0,3.448275862,1046000.0,673000.0,-35.65965583,0.0,0.0,10.1,27.5,27.3,0,0.0,6.301886792,0.3396226415,92.58490566,0.2641509434,0.2641509434,0.0,14.88679245,29.01886792,0,0,0,0.0
1426,5049.544494,26.30245074,3827.797365,19.93852154,706.4861989,10.20049378,1555.62367,8.103050682000001,598.9119422,3.119657997,6,0.30830892600000004,0,0.0,15,0.770772314,1,0.05138480000000001,32.58333333,1.7335248630000002,0,0,0.0,0.0,0.0,0.0,6,0.30830892600000004,4,0.205539284,588.6173312000001,627.3073381,371.8450513,439.7314537,215570.6882,21.89988113,54.62808626,65,85.195,0.0,1,0,1,13.74378556,95.50709406,2.364687336,6.771011885,0.770495624,,,,,,,3.776360131,1.291363538,0,16.7,7.6,11.3,12.4,1.136671,0.9925835999999999,1.0594,7.0,2.0,-71.42857143,1.258992806,0.3766478343,0.008400008399999999,,4.0,,,0.20294266870000002,,,0.0,3.0,7.0,133.3333333,11.0,121.0,-90.90909091,0.5580923389,0.5773369023,3.448275862,3.0,7.0,133.3333333,,121.0,,,6.350705926,,4.0,4.0,0.0,65.0,12.0,-81.53846154,3.2978183660000004,0.6298220753,-80.90185676,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,-100.0,8.0,29.0,262.5,30000.0,350000.0,1066.666667,0.0,1.0,15.6,42.2,46.1,0,0.0,15.59016564,82.95134909999999,0.6979893739,0.15626627769999998,0.09375976663999999,0.005208875925,12.61589749,29.04990103,1,1,0,0.0
483,799.8844847999999,2.84453942,383.1679249,1.3626170869999998,421.5172767,4.011393954,176.08819240000003,0.6262026758,125.7755753,0.4472815624,4,0.14281633800000001,0,0.0,21,0.749785775,0,0.0,30.75,1.101282143,5,4,-20.0,0.178514,0.1432562,-19.75074,14,0.499857184,6,0.21422450699999998,749.6665528,666.146008,711.7697982000001,649.8371362,203500.1145,19.39529709,22.22617354,62,92.59700000000001,1.0,0,1,1,13.13427904,45.33554955,10.86640349,5.744377651000001,0.6964343323000001,18.07094,16.15841,-10.58349,101229.8,112793.8,11.42347,5.078871539,1.424865129,0,16.9,6.5,9.2,10.5,1.082025,0.9486629000000001,1.055159,34.0,55.0,61.76470588,4.409857328,7.382550336,0.156165706,0.09048203955,220.0,193.0,-12.27272727,7.956888133,6.8815517360000005,-13.51453456,0.0,18.0,15.0,-16.66666667,66.0,47.0,40.42553191,2.38706644,2.35327676,-1.4155316269999998,18.0,15.0,-16.66666667,66.0,45.0,-31.81818182,2.38706644,1.604506882,-32.78331702,17.0,23.0,35.29411765,58.0,101.0,74.13793103,2.097725053,3.6012265560000003,71.67295355,3.0,13.0,333.3333333,,8.0,,,0.2852456678,,0.0,0.0,0.0,3.0,3.0,0.0,,53610.0,,,1911.502532,,5.0,10.0,100.0,10.0,7.0,-30.0,138000.0,422000.0,205.7971014,0.0,1.0,11.4,29.1,31.9,2,0.07140816900000001,85.7254623,8.250355619,4.050497866000001,0.6152204836,0.2240398293,0.0,13.34992888,24.44523471,0,0,1,0.0
1622,15646.64429,24.68119613,3982.5945090000005,6.28219025,337.71119389999996,1.265120229,3360.0669,5.300208061,2500.852302,3.944873101,10,0.159563434,2,0.0319127,19,0.303170525,3,0.047869,41.41666667,0.6383973529,8,9,12.5,0.130813,0.13872620000000002,6.0492360000000005,45,0.718035455,60,0.957380607,549.1850431,513.3804876,745.8243506,770.1269227000001,274636.5595,12.56606206,12.67187212,70,73.941,0.0,0,1,1,8.887484884,19.63094245,7.214345288,2.625055257,0.6883154579,11.87895,11.41281,-3.924115,90808.63,82268.57,-9.404453,2.120331614,1.409349234,0,14.1,5.6,8.4,9.0,0.9400685,1.079599,0.8055444,51.0,47.0,-7.843137255,7.555555556,6.685633001,0.4459585011,0.45534602,144.0,212.0,47.22222222,2.374435247,3.2687296669999997,37.6634579,1.0,11.0,15.0,36.36363636,13.0,30.0,-56.66666667,0.21435873760000002,0.2004409701,-6.492745579,11.0,15.0,36.36363636,13.0,,,0.21435873760000002,,,0.0,5.0,,0.0,6.0,,0.0,0.09251121698999999,,1.0,2.0,100.0,,,,,,,1.0,1.0,0.0,3.0,5.0,66.66666667,,11206.0,,,172.78011630000003,,0.0,7.0,,18.0,22.0,22.22222222,677000.0,1592000.0,135.155096,0.0,1.0,7.5,22.2,24.3,14,0.223388808,92.43473459999998,0.320214528,2.495464942,0.5520940137,1.9859610380000001,0.06782869311,13.81339222,22.67686726,0,0,0,0.0
2773,904.4638148,11.47942397,341.36730760000006,4.332622257,29.63941905,1.121430914,308.03715,3.909597031,90.26599097,1.145652887,2,0.252908447,0,0.0,4,0.505816894,1,0.126454224,8.0,0.9907120743000001,2,3,50.0,0.2635046,0.371517,40.99072,7,0.885179565,9,1.138088012,784.2561465,728.7686454,658.5372404,688.3563724999999,104392.5613,15.22302696,13.51694377,56,76.67399999999999,1.0,1,1,1,13.13134268,48.32657201,14.14807302,6.169233189,0.740451795,,,,,,,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.0959379999999999,0.9748207,1.040049,2.0,7.0,250.0,0.5747126437,2.064896755,,0.02624737526,,21.0,,,2.612590197,,0.0,12.0,23.0,91.66666667,2149.0,3096.0,-30.5878553,283.2103321000001,267.3550634,-5.5984075639999995,12.0,23.0,91.66666667,2149.0,3096.0,44.06700791,283.2103321000001,385.17044039999996,36.00154964,15.0,8.0,-46.66666667,300.0,211.0,-29.66666667,39.53610965,26.25031102,-33.60421332,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,9.4,27.4,26.7,0,0.0,39.2181749,0.6980581292,58.66226679,0.3299911156,0.3807589796,0.012691965990000002,11.35930956,31.74260693,0,1,0,0.0
1775,107450.7399,11.87148828,9631.136994,1.064077642,1135.556684,0.338235095,26038.499969999997,2.8768135760000004,17513.6415,1.9349609890000001,249,0.27656863800000003,3,0.00333215,211,0.234361376,162,0.179936223,348.8333333,0.37962551840000003,50,54,8.0,0.0561851,0.05876669999999999,4.594703,720,0.799716545,740,0.821930893,518.4480085,436.7831115,630.0674443,699.5877984,257600.2475,9.298301067999999,4.218888334,51,75.517,1.0,1,0,1,8.102654432000001,12.21506424,4.19885915,1.9803074019999998,0.5750976229,5.24395,6.64737,26.76265,93333.4,113114.6,21.19414,1.941698069,0.8484866163,0,9.9,4.3,6.9,7.4,1.217211,0.9060665000000001,1.242792,16.0,17.0,6.25,17.97752809,28.33333333,5.360018403,9.776751347000001,466.0,508.0,9.012875536000001,0.5231152975,0.5521703119,5.554227632000001,10.0,20.0,10.0,-50.0,136.0,71.0,91.54929577,0.15266884220000002,0.1478251229,-3.1726967,20.0,10.0,-50.0,136.0,71.0,-47.79411765,0.15266884220000002,0.07717340973999999,-49.45045195,6.0,5.0,-16.66666667,,,,,,,2.0,4.0,100.0,,,,,,,2.0,3.0,50.0,2.0,0.0,-100.0,,0.0,,,0.0,,1.0,0.0,-100.0,10.0,6.0,-40.0,1097000.0,233000.0,-78.76025524,0.0,1.0,8.8,20.8,21.5,182,0.202150571,62.53927673,5.17613212,16.05109179,14.4170471,0.09600979322,0.01911357218,15.1475612,22.58329319,0,0,1,0.0
505,115.83877820000001,0.7117152755,23.71249065,0.14568991550000002,133.1766293,1.96425707,17.93113562,0.1101691793,30.66556633,0.18840972190000002,5,0.30684259,1,0.06136849999999999,15,0.9205277690000001,1,0.06136849999999999,18.75,1.1505185,4,5,25.0,0.2400096,0.30680490000000005,27.83028,15,0.9205277690000001,24,1.472844431,749.6665528,666.146008,711.7697982000001,649.8371362,239046.2144,19.39529709,16.48644221,62,92.59700000000001,1.0,0,1,1,13.13427904,50.08532423,13.05460751,5.744377651000001,0.6964343323000001,24.43346,20.05645,-17.91398,101802.0,65372.0,-35.78515,5.078871539,1.424865129,0,16.9,6.5,9.2,10.5,1.082025,0.9486629000000001,1.055159,15.0,14.0,-6.666666667,12.39669421,12.28070175,,0.5543549751,,118.0,,,7.235712534,,0.0,9.0,9.0,0.0,,,,,,,9.0,9.0,0.0,,,,,,,10.0,11.0,10.0,77.0,117.0,51.94805195,4.722188152,7.174392936,51.92941716,10.0,10.0,0.0,29.0,28.0,-3.448275862,1.778486447,1.7169487369999998,-3.460116888,1.0,0.0,-100.0,4.0,4.0,0.0,13000.0,26210.0,101.61538459999998,797.2525451,1607.186657,101.5906587,3.0,0.0,-100.0,2.0,3.0,50.0,,,,0.0,1.0,11.9,25.8,29.4,1,0.06136849999999999,88.89161956,0.8847382649,7.993364463,0.7004177931000001,0.3256328336,0.0430081101,21.25215041,21.06782993,0,0,0,0.0
2397,2071.0000010000003,100.0,875.1040555,42.25514512,51.02272713,5.864681279,434.9999971,21.00434559,519.0000039,25.06035751,1,0.49529470000000003,0,0.0,1,0.49529470000000003,1,0.49529470000000003,1.0,0.4885197851,1,1,0.0,0.5099439,0.48851980000000006,-4.201269,0,0.0,3,1.485884101,547.6906487000001,534.2984268,547.3674031,589.674203,,12.39126812,7.162401416,64,89.161,0.0,0,0,1,13.08077594,37.58389262,11.74496644,3.135836176,0.5488790386,,,,,,,2.826499324,1.652914943,0,12.9,4.9,6.7,7.9,0.9485940999999999,1.038527,0.8449965,7.0,5.0,-28.57142857,2.928870293,2.1459227469999997,0.04655493482,0.005034942501,32.0,5.0,-84.375,15.95214357,2.4545900830000003,-84.61278841,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,-100.0,12.0,7.0,-41.66666667,253000.0,655000.0,158.8932806,0.0,1.0,8.6,26.6,27.8,0,0.0,94.6402704,0.04828585225,4.056011589,0.193143409,0.24142926120000002,0.1448575567,25.06035732,21.00434573,0,0,0,1.0
758,5305.314089,27.43465761,1449.272698,7.494429091000001,120.0675483,1.6060399719999998,978.6884825,5.060960195,546.4078977,2.8255657139999997,4,0.206921525,1,0.051730399999999996,8,0.41384305,0,0.0,12.0,0.6165861679,4,4,0.0,0.21206660000000002,0.20552870000000004,-3.082932,14,0.724225338,8,0.41384305,652.9673209,611.2947786000001,565.7680267000001,617.4356991000001,346551.7875,13.83781227,11.52738994,65,89.421,0.5,0,0,1,12.27079455,32.2324967,10.36988111,3.2832366489999996,0.8580418872,18.20579,13.54815,-25.58326,85849.39,65918.54,-23.216070000000002,2.648824643,0.9536341646,0,13.0,4.5,6.2,7.8,0.795895,0.9343761,0.7880003000000001,19.0,14.0,-26.31578947,4.470588235,3.389830508,0.8945871295000001,0.6199872066,217.0,126.0,-41.93548387,11.19768822,6.4884906529999995,-42.05508739,2.0,1.0,5.0,400.0,,6.0,,,,,1.0,5.0,400.0,,,,,,,3.0,5.0,66.66666667,7.0,8.0,14.28571429,0.361215749,0.41196766049999994,14.05030419,0.0,1.0,,0.0,,,0.0,,,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,2.0,1.0,-50.0,,,,0.0,0.0,9.5,30.5,32.8,2,0.10346076300000001,95.29423932,2.425276657,0.9928637915,0.3568104251,0.17581962969999998,0.020684662319999998,15.17737098,21.424139,0,0,0,0.0
1783,28224.74859,21.99062602,2750.112359,2.142683121,908.7823597999999,1.926651741,7286.560059,5.677145952999999,2872.8826440000003,2.238336601,22,0.17138761600000002,2,0.015580700000000001,31,0.241500732,21,0.16359727,35.08333333,0.2761380034,5,7,40.0,0.038519,0.055096400000000004,43.03691,89,0.6933408120000001,111,0.864728429,518.4480085,436.7831115,630.0674443,699.5877984,116557.1914,9.298301067999999,2.242583373,51,75.517,1.0,1,0,1,8.102654432000001,3.722799965,1.555536136,1.9803074019999998,0.5750976229,1.743872,1.797824,3.093803,45273.02,32630.51,-27.92503,1.941698069,0.8484866163,0,9.9,4.3,6.9,7.4,1.217211,0.9060665000000001,1.242792,338.0,311.0,-7.98816568,20.82563155,21.49274361,4.7530288910000005,5.716751481,3315.0,3842.0,15.8974359,25.78402091,30.37274201,17.79676302,5.0,125.0,100.0,-20.0,937.0,792.0,18.30808081,7.2879721239999995,7.407407407000001,1.6387999530000001,125.0,99.0,-20.8,937.0,,,7.2879721239999995,,,120.0,82.0,-31.66666667,576.0,564.0,-2.083333333,4.48011947,4.458674256,-0.4786750464,50.0,43.0,-14.0,62.0,53.0,-14.51612903,0.4822350818,0.4189888928,-13.115219400000003,0.0,0.0,0.0,5.0,7.0,40.0,,16871.0,,,133.3728606,,12.0,6.0,-50.0,41.0,55.0,34.14634146,1184000.0,1081000.0,-8.699324323999999,0.0,1.0,6.9,19.8,22.3,18,0.140226232,87.73500378,2.518913276,5.237282721000001,3.2372671389999996,0.07557518952,0.02103639296,12.73402987,23.54284022,0,0,1,0.0
3005,3719.589171,10.48362224,1493.1545,4.208439966,661.4590162000001,4.283228752,722.3162557,2.035840631,696.864857,1.9641061359999998,6,0.169726458,1,0.028287700000000002,33,0.9334955159999999,1,0.028287700000000002,52.66666667,1.4703145359999998,10,7,-30.0,0.28814290000000004,0.1954215,-32.178940000000004,26,0.7354813159999999,26,0.7354813159999999,552.5536071,595.6438373999999,434.9249921,503.47932869999994,210257.4401,18.38679794,19.62608042,85,77.738,1.0,0,1,1,11.41667358,43.00508379,11.59856901,5.118374394,0.8303764692,24.65326,21.59466,-12.40647,85559.13,110502.9,29.1539,2.9157418739999996,1.242679735,0,11.2,4.7,6.5,7.4,1.082025,0.9486629000000001,1.055159,72.0,80.0,11.11111111,8.172531215,9.768009767999999,0.3746276992,0.6018916595,161.0,462.0,186.9565217,4.553940148,12.88307632,182.899553,2.0,28.0,37.0,32.14285714,107.0,84.0,27.38095238,3.0265316510000004,2.983742785,-1.413792142,28.0,35.0,25.0,107.0,79.0,-26.168224300000002,3.0265316510000004,2.20295028,-27.21205214,20.0,20.0,0.0,36.0,41.0,13.88888889,1.018272331,1.14330331,12.27873673,19.0,20.0,5.263157895,26.0,11.0,-57.69230769,0.7354189059,0.3067399124,-58.29045052,2.0,1.0,-50.0,3.0,5.0,66.66666667,7500.0,10636.0,41.81333333,212.14006899999998,296.58960989999997,39.80838757,6.0,3.0,-50.0,6.0,10.0,66.66666667,1000.0,30000.0,2900.0,0.0,1.0,11.3,29.3,34.2,3,0.084863229,93.94024803,2.7423900789999998,1.18940248,0.40022547909999995,0.2480270575,0.02254791432,19.27282976,20.05636979,0,0,0,0.0
3136,12976.661540000001,44.56883342,3429.6774170000003,11.77935643,191.3033614,1.547761824,2990.575965,10.27124593,1924.728713,6.610553349,7,0.241237895,1,0.034462599999999996,13,0.448013234,4,0.137850226,14.66666667,0.49556246340000004,5,4,-20.0,0.1748191,0.13515339999999998,-22.68956,13,0.448013234,28,0.96495158,656.2086102999999,598.0271441000001,715.6356449,706.6764246,220561.9336,5.866367455,7.555982965,52,56.955,0.0,0,0,0,10.36691348,22.07334274,12.59990597,2.622962868,0.4725595752,10.461889999999999,9.007471,-13.90206,59844.1,66646.28,11.3665,2.450621934,1.751520385,0,13.8,5.1,9.0,7.9,0.9400685,1.079599,0.8055444,37.0,47.0,27.02702703,6.176961603,6.695156695,0.34523858450000006,0.2391184389,168.0,143.0,-14.88095238,6.0333991739999995,4.832060553,-19.91147256,2.0,6.0,5.0,-16.66666667,16.0,4.0,300.0,0.5746094451,0.5406501318,-5.909981752999999,6.0,5.0,-16.66666667,16.0,,,0.5746094451,,,4.0,1.0,-75.0,6.0,,,0.21547854190000001,,,1.0,3.0,200.0,,,,,,,1.0,1.0,0.0,0.0,4.0,,0.0,14292.0,,0.0,482.9357302,,5.0,4.0,-20.0,29.0,48.0,65.51724138,547000.0,1418000.0,159.23217549999998,0.0,0.0,8.9,23.9,23.3,5,0.172312782,93.14122819,0.3228465449,3.479186701,0.6594312406,1.112790218,0.048083527960000004,15.62027751,22.27297706,0,0,0,0.0
983,5940.240596,24.61561659,1898.11655,7.865558387,241.4962747,2.5544348919999997,1724.8105510000003,7.147399928,877.1504631000001,3.6348021839999998,6,0.248344371,1,0.041390699999999996,6,0.248344371,1,0.041390699999999996,14.91666667,0.6300864521,5,5,0.0,0.21125570000000002,0.2112022,-0.0253507,14,0.579470199,12,0.496688742,610.8893781,608.8071732000001,529.137954,562.2985113,191294.4261,10.54412597,11.40947014,58,77.389,1.0,0,0,1,12.64728619,34.76107948,12.62688784,3.416376142,0.6255261646,11.07702,13.35621,20.57583,52434.2,63239.0,20.6064,2.73131998,1.678405334,0,14.4,5.5,8.8,9.3,0.9485940999999999,1.038527,0.8449965,44.0,26.0,-40.90909091,4.003639672,2.372262774,0.1285433097,0.0474178042,96.0,80.0,-16.66666667,3.952243722,3.375100198,-14.60293352,1.0,3.0,3.0,0.0,,16.0,,,,,3.0,3.0,0.0,,,,,,,11.0,7.0,-36.36363636,109.0,49.0,-55.04587156,4.487443392,2.067248871,-53.93259166,3.0,0.0,-100.0,4.0,0.0,-100.0,0.1646768217,0.0,-100.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,5.0,0.0,10.0,5.0,-50.0,23000.0,13000.0,-43.47826087,0.0,1.0,9.6,31.1,31.1,0,0.0,91.34758826,0.8743576993000001,4.545831261,0.20719376760000002,1.056688215,0.01657550141,15.68871208,26.16442897,0,0,1,0.0
